C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,nonce
-1478136890,1107344182,966002435,1101276276,-1679578728,-1653456295,-776353538,-199692951,90196
-856151911,787793911,1434791952,159985108,-1908879234,-356209705,-1198438248,-1496107964,90197
-1646426190,531877495,621561820,1932390882,-892806560,-15488572,-1253970247,-523698943,90198
-1329801926,1398743308,-925178203,-264254695,61436752,783898074,2069187062,158011178,90199
-1325913998,374823452,-1747243864,1565234345,-562816414,-2004082346,643569608,-559644641,90200
1032561175,-1708042379,-855699023,-1734057829,682398620,-895242686,-319277239,640076213,90201
-1476051414,-860119909,1847150044,1948258404,-1518902390,1115978421,-668952317,-2017230501,90202
543431027,1087965936,-1505937955,-949667946,-750301372,-1961410479,-729710978,2002969438,90203
983474652,-686830229,725802624,308317705,1497213506,-424839423,-1092546123,-620622208,90204
316228912,1442071542,115125419,1229063443,-1737047766,-472673735,826423261,313483055,90205
-1065132144,670246543,1494122907,356286640,-1099043762,-587710499,-541977001,1484565086,90206
-1363005375,972629709,666707382,59534427,1217772070,1107804231,-1885462659,1348380703,90207
1650102691,-1406037511,852768620,-993230732,-1918282015,-1171574252,-800485867,-2053774684,90208
1087744849,-2118022219,1243307768,623007552,-13560695,1820660701,1664236862,-545335374,90209
418371667,-877728959,-1963633314,-329856326,740076620,1102536194,-1683132339,1240698849,90210
-76442890,320205514,-2060178264,944048654,1443304659,492747818,-1861993804,113254748,90211
1085832822,-1453110553,1439354838,1152622850,1124494881,908107732,1781272757,271765101,90212
1007276525,997847473,-1765161089,667577248,1252883121,-2042860509,-53277818,-867452252,90213
-19917510,-1202688749,-1341173636,405369597,-538094691,-2087532896,-1063133191,762873197,90214
1534720,-531404194,1783624446,623638358,-1345516867,2053970649,-887604268,-170190686,90215
-619383700,-1891598905,2080918140,1696868184,376386142,-36090641,1957678854,-226358550,90216
-428759514,-407573220,-1399825730,-180866307,1793828302,-1759451160,252252071,-627214992,90217
-549070921,-300282613,2017918001,549384610,284167648,824829671,-937647881,935549072,90218
-569748985,-1642844088,-825543495,-678495483,-1945608845,673447576,1664903409,1959754704,90219
550160477,-765299412,-1135633604,-1919833047,-358254132,1093311358,-905654601,-555890767,90220
530087534,-1531043098,-1819705776,1105255175,-1628568099,346272442,271914451,1850166552,90221
184645054,-1871928398,-147356664,-579892510,-7008733,-1332733852,420012409,-1588646446,90222
814507804,-629691760,353921793,378769608,1691026791,-779177459,-1618864173,-197056657,90223
1213358840,-924414285,-132951672,141845353,816573349,948642603,-1500883770,-1340162159,90224
1329113290,1293486744,1606491747,2034509783,-1294045232,-1565237905,543847308,541888668,90225
-616082848,209367673,656948278,-391294595,-1169549703,-1446817716,703502128,-343677006,90226
1448754221,770595808,1957789136,-1473051517,-1632989505,-1080612918,-1864225661,281721198,90227
1358353018,-282871786,-1458024876,-983750325,-706087736,1526067642,-825194408,536417883,90228
-840547863,985298782,-1222182617,609048345,603553822,1596695795,-2136990392,-96659162,90229
-111514971,651251709,1234213672,851430270,-535521975,-243824793,2134153207,-639070688,90230
129348518,841524553,-853081665,1232385513,-216964208,1846852297,-1718535395,1044555088,90231
-836436633,-407603323,1542643292,-501162194,658696694,-267121866,-278690394,1346150042,90232
-1524461251,37854976,-147284170,-685795383,1060381308,-2083764542,523986897,-2134087473,90233
-839191188,1464171136,-1721639947,-1259314760,-70340572,1335504948,10783755,-743428438,90234
-343192150,408639758,-1086132785,794437237,827901235,-1130133433,1629101590,-1845630453,90235
-257422551,945081795,468043657,526894524,935002406,-8815547,-1917504923,-1367994785,90236
-227676537,1666198531,-520160488,-845204417,-832107497,139037742,1537939738,-1391386163,90237
1692739086,-1502047331,110758837,770082606,408188233,-1711947181,-1648883942,-1733353139,90238
1898746092,65102602,1882004937,723688294,1517329568,-923020690,1279510574,1595814321,90239
597995103,1014233762,-2078309713,681413986,571529931,-1591264901,-566955990,2046529640,90240
-1602968398,179000647,-1513021431,-1254621757,1695206988,2042774609,914160102,-1460221737,90241
-807553024,-1161056447,-499537234,226359787,-1445718934,1393185264,1009745317,338166500,90242
1172443259,-2086311701,-1033364487,735759304,1122563376,-845422355,1946792404,1619015936,90243
-1471828894,-2022184565,1133622958,-493340604,885582313,-995447580,-732109930,-698328721,90244
-2144006204,-1131284151,1682600604,488797331,1809693647,-189373511,1035932588,1333788912,90245
554145592,1609449274,132379957,-2095410519,-955970374,1694407699,-1690186304,-1744382623,90246
1385263957,-885335588,1244052607,1536272404,-702343925,-1201593730,-1414259877,1712641870,90247
1424218204,-1209045043,-1931374034,1838420509,-389360845,-42612953,-370669699,503263476,90248
-607541627,1742062914,-904023598,-2090654617,-545364622,473756026,-617915337,1612252775,90249
-1016731643,2091581609,1397710235,-1466878419,-1899531037,-421098993,1222078263,-138700819,90250
-687900880,973221898,-1539662126,-784867048,-878701285,1143579558,-233267089,2002530737,90251
-968038978,467946945,4916504,1468923030,1393394103,1156357985,2057370611,-1198353485,90252
-1824969781,-733168229,-667874467,1378346749,-1247803727,892226329,769154317,-372649741,90253
140580939,1098331815,-1613479847,283776997,62739386,439420564,489271462,-1656028579,90254
-46679710,205039860,1775319556,-419823325,-262043751,-734375349,343366257,1089525668,90255
1202643347,1118204354,-880167859,1633519433,1789684767,-438702215,281849483,-937668236,90256
217064968,-1982088175,1701828786,1075030517,685611721,-1295983554,-684405560,401804565,90257
523890920,-248824946,978819486,1073319254,362161387,1110665850,-1966411669,2113143332,90258
2063446726,-2029942999,-1021133013,-1187030249,-189005184,-749630892,212988274,510335755,90259
38340288,-672294451,1846106235,735947077,1929479702,634464263,-275337259,133877359,90260
-2095133823,-341813893,256851047,2012678077,-691424538,-1610101548,-1174197505,1310422625,90261
-355867911,-290645463,-1751901074,1688375733,-1293994240,-1157348708,-605489887,-1064854594,90262
-1015889639,1602962977,-1368815819,-1046622325,1747545876,425828302,-1634378075,-1473002304,90263
481826928,-433254989,-1556208690,708586559,843051113,1370681796,-1257311975,-1701173701,90264
863283624,1713378745,1059810625,-1336138562,-1166321162,1143014576,-1428171276,-1651882738,90265
1480041309,-1375718569,-140936602,-1368979281,-722356009,-1234624046,533958058,2075652625,90266
-98170218,-1081685441,2085710778,986928931,1461993647,-53023473,354705228,1071733379,90267
212305737,-542477014,1714583380,407318038,1252214249,-520134490,-113621436,-732832,90268
-1507842147,-687425743,18282947,-847011807,-634212007,-2133610702,416402334,-55625546,90269
295858416,1730430413,625503734,31953305,-1980543591,-1897256298,1984132947,-1719893591,90270
-2082739674,2015460603,1044542639,1185820865,-637306031,2113112444,-166704422,-1358798033,90271
900238126,-2122797456,-1562786245,1899328090,956377524,-464458247,-481881040,-1654094195,90272
1145713484,744059668,-1399456861,-1577236745,-1517715047,470151096,2058941271,-328445930,90273
-2125725104,47622969,92452384,677595848,-732168205,-1836968899,-507474241,-2099279346,90274
-2019267068,-1394065209,-1829020814,28375288,1955147900,-281533935,1987215618,-1012377220,90275
-1731635129,-1102797541,-1209024978,-1408956561,-1873833796,714260546,-1503498421,2095951144,90276
2013960941,1432986047,-409855470,-401841677,273994417,-2077876053,-1048101737,-185186169,90277
1937186240,-907025611,-1072262517,442392686,-2109940267,-1391356419,-332226197,-488374533,90278
1688673372,1928107979,-976018731,1621782893,74700475,87479244,-1706970475,-140594700,90279
338032182,-1237364074,-1014382905,-1833706292,-711680746,854167237,1240534013,-1135414034,90280
450296540,-897098089,1661002866,188295075,-95991290,699284336,-1596212021,-684372840,90281
309397821,648542771,-398134706,-966032920,-1365501280,247716120,-131274489,746785499,90282
-1305082737,245401653,-18370345,-1602616328,-1061875604,-606927747,-2078418051,-1911450596,90283
511237391,1123226370,-1701017024,1588863434,-1811353069,405328891,-590551701,1328001350,90284
-800444477,888245853,-919117681,-1115748628,-216280126,1718090620,-802650813,-1505000562,90285
571235239,1784118330,-459914273,1634324654,554019983,-1241606414,-1402553535,-97757236,90286
-866993,268475082,-1496244952,-493316045,-1677759848,-2098187177,-1214870975,183211875,90287
-1919217101,1287900897,1972412172,-961289659,1973792624,113092399,-531602807,1176904420,90288
836292593,-33947991,475427765,-683330881,1725893226,-1474746520,-1124037191,-1352765200,90289
-811905553,-1650992037,2012623986,164812325,1657684990,-1430731911,588465979,-252044470,90290
1921066729,-895660309,1141303002,-459301798,1879285766,98653292,-1476086746,-274455540,90291
918833419,-207455225,1478249166,-165172424,873734407,1773122055,-948294293,794112770,90292
-1675609792,-1906765682,954540969,375394999,-2011485808,-568924354,477028004,1523996188,90293
747395895,1315235436,-516350880,493654037,150696091,-797051774,-352956989,-1629736416,90294
1720647922,1558717169,1839693151,-590216668,-1600506621,-1428569321,-403750072,-1564658883,90295
-652793367,-1262207958,-1018553330,722011094,565499257,-403895468,-1982785759,1256563296,90296
-580604822,-2093371225,-773064008,-338934435,-1451487179,-1399885585,-1146085161,-2080384058,90297
-1165918243,-423437991,1818662448,-806097008,1446178261,-127225803,-2109348173,518801412,90298
1303735129,874118785,-1188621567,1507392366,745610038,-1382793275,-35073342,-1741890134,90299
-1613306952,-468398123,-2108788694,-338014425,608754893,-1182119353,1478513898,-1161768837,90300
-1882515750,797698595,-1747217431,1148288849,1314234026,495876440,1888201509,1025707936,90301
-1429276825,1529195930,-347974502,-1761067688,628974791,-1916683183,971675494,-633148086,90302
729199542,1005777459,1422697277,1212338855,-1771472606,-1148858163,252643764,1974665779,90303
-1204276934,-456033694,-905990037,509639632,1425675974,-1155652377,-421643351,1753137850,90304
939323554,1638300324,1330647312,983101634,-581358516,1416863478,991455664,-1039501006,90305
-534851732,-1882408456,-10652320,-1192354557,649332427,-601487921,-170045671,1191998366,90306
1006042270,2075041505,-1629230106,-234398338,-1306872077,1345220687,-2043317934,20591980,90307
-548348190,-1035234271,-1445945164,-864070063,-411909473,1973939341,1770595072,1776983548,90308
-1593348962,-84099047,-648620846,1085637667,-2028363417,-279117068,1579218732,-1410820658,90309
-1370423278,1945219119,-1521495495,398407688,1013012902,9596332,1186310554,-1461326382,90310
1313614692,-138609694,236013223,-463367335,-32277115,1167344084,163805718,122393671,90311
71073512,633059598,1495311887,1586121102,-931775275,-541997940,226625512,582314886,90312
-1456538533,1315636331,-1261848582,-1822086365,-489225261,-1425430782,189940600,-2266758,90313
-1681028312,-1688470754,1872213224,-1624141936,344566117,-693125826,1829710953,1769918192,90314
2037438293,-55484072,1854777595,1603488957,-1087087464,720571152,-1140631317,-1982241622,90315
-1389346229,1987046263,-405412767,-288487844,-517350637,1157224482,-939707627,-1421282062,90316
1958701296,-1431891893,1868624,460960062,35416717,1926253443,-1212404195,-247744037,90317
-2046025050,244901417,-18160799,1791488058,-762745971,-521116633,-31795684,1203962112,90318
-916371183,59892008,-2073955664,1528277858,1348381332,-1554286963,-1725490494,975855778,90319
1840072651,1249614004,1107043828,2027877089,1675822170,272661752,480455414,323198094,90320
1093056363,659261,-1579926593,1979761493,-688058937,-674297268,1935297204,-1235783337,90321
210803215,1484669505,1452832246,1193572883,-528052914,1472472214,53768358,65147389,90322
487218629,632035905,-2044234454,-975762313,-775321006,1134090147,1864311540,-1511221955,90323
-991847855,1622696615,-890589230,-1085993579,1677824233,2019830482,-1435473966,-273000543,90324
-1351991408,1555919438,-104123756,-1424005601,18151547,765873351,72054926,-977005642,90325
-301121544,-1236608277,489718434,-508382371,-531966103,1510407373,1966369001,-1535628006,90326
1793658626,-213991941,-1882710655,1412781834,-1534522940,1906732973,1201131333,975662160,90327
-418669483,-1687682565,-305125991,-668858685,-1159311908,-1670568297,-1368683887,-1323063077,90328
-52884962,-76282163,-1340572761,-1252426111,1812847230,-1756536776,1788586731,-915959613,90329
-2079390837,2069099655,355063614,-178018973,1542052343,-739332840,-276809882,-1888155633,90330
481393652,1660775510,-1830987677,255023965,-1736408013,1593865587,-312964485,990866803,90331
1503284896,804502841,-1660513051,-1760786742,572981824,-1800117517,850240995,-622022782,90332
-751470297,2144388476,-520323022,452712843,-430540788,427250940,1990867637,686553718,90333
-904579547,1939914597,610457116,1970908315,1527037999,312086995,-885816745,-174256597,90334
-1173720967,-1284000750,-180199091,1731088527,234144264,-230275944,-394487867,-937290969,90335
154051479,2009459287,-1068533882,1856156489,354065663,330162062,-11448023,2135416593,90336
1975676589,-559970235,2100033718,-292941533,290135598,-93411193,-186978529,2084073349,90337
-1451625051,2094716179,1141588018,1814091104,76547682,1616142036,-958496527,414695145,90338
1650446208,406282410,1680638014,1393484933,-1794413243,1452059376,1849575767,-248086274,90339
-325718979,637426966,97704749,1858618095,-1425416576,808538187,332494705,-1694420347,90340
198098052,1548234237,-1904455250,-1929495680,-1153765573,1029495959,302539063,2044123086,90341
1971596232,-2065861238,-1878688237,-1522835339,1409379707,-825948880,616602548,-1560412639,90342
107242037,1394335280,721522240,271913005,1517431255,172881775,878864203,844976132,90343
-1420734782,1690651661,-59673637,1629704753,-1070892168,-1428177407,1804228531,1646369458,90344
-2077144773,1618805541,325746211,51765431,84119759,-1954424450,-681529970,-298648641,90345
766123505,-2023485780,-552120132,369877398,1598546050,-1865201557,326019972,1000155271,90346
1333746288,-1900273170,-1951295242,229368239,1063989959,538712387,-1404417314,-1116325971,90347
-1473879565,-734801266,640770313,-919405197,-433857179,8001295,115281264,153718697,90348
624749522,778520977,597771163,869078330,745788270,1692676900,-1712237588,1151627095,90349
-1249410139,664584077,-200128979,-161404105,1766944066,-1416907219,-1652818518,-1152136856,90350
-1193248024,-1690086928,364773449,1349347827,672255034,1421994101,-273467960,478142990,90351
-915245213,-1510066709,329099699,-247324628,-375325415,-1453857792,890046493,424252444,90352
-1303829412,767339538,-433800006,1655521756,142234607,1665868554,-1040778308,1862377131,90353
-235884985,-673326801,-649425010,-1821716248,728687018,509034554,851836107,1486287530,90354
-1239321497,1007587871,1116290120,1983351139,-2078280362,-46375509,-1692281011,-1276246392,90355
662811073,-942418828,-1528991265,590399847,-523403119,1124161435,350218200,-1101423266,90356
967714236,197611289,-1762628950,-2137217439,1412981989,-527727296,346467000,1721719185,90357
-1941248954,1477221656,-638734496,-962132294,1677330480,481015758,-563827883,1399475827,90358
1246515520,2089513004,1085130461,-1598320909,1238421558,-1587700315,179173775,716820631,90359
589257233,1561386124,1631156010,-1815830246,-212092743,1377257503,1519881405,64679450,90360
-77613812,2112116222,-738329502,-128292648,-181541874,517411784,719269608,-1210376179,90361
-1717266512,1601592136,1363334469,1832853391,-1974148105,-517885854,1039219943,485418753,90362
-580456036,764050347,-1894702962,27428734,492907842,1850949019,-948007806,1679073403,90363
-658208763,536492700,110591430,-472821657,935247075,367984422,-2012562842,-133158122,90364
1261320514,-563916200,-376249015,832867818,1454454759,-1031210845,835310460,-1253441277,90365
1460167985,-1810779982,1837627063,-1391142266,7552895,1933124145,1838672986,394365260,90366
249230189,-836452885,-255008206,-1528117605,-223028842,-1327444680,-772739811,727513544,90367
-645780473,-1813786743,695103944,48877054,-1511656774,1011996654,1040463927,-153316632,90368
-1893143024,688496707,-1597872980,163993550,-1457058616,325475804,664305145,-61199377,90369
-1354053397,-682905069,338855111,1999055141,-1942593197,-1393143814,-1667135412,1009754259,90370
401687237,-384244705,-1956411953,1146354233,-419686205,-11568798,1460260796,-1869310876,90371
1283519267,-1070284345,1286144599,-731078269,-732272898,-811318336,295150877,-1376633677,90372
-843969027,-1331770209,812121142,-821484753,-907501316,1822137302,1570836259,1744710397,90373
-258015606,-1284170385,-703752795,1540790293,558723843,956334803,1426818678,1898095165,90374
-1358848894,-170867480,-703519344,21831422,2027034661,1597766020,1310596620,-88880878,90375
747760633,-1923192795,1389281856,-309086663,-1637139776,1444626509,-1377196872,908634612,90376
1239099854,-1858246779,-1793353792,-245683972,1992206282,-1742057106,-559045455,-1773638428,90377
-1281942936,998198398,138819396,-1947217826,287507558,-1419109480,1957453929,815285193,90378
2016601419,468751545,-665754176,1732424449,-165308299,-308555249,1181528920,-984205070,90379
-230060860,-117961899,-1084183074,-490233655,1485427035,2117989307,-580552011,-81728163,90380
100543148,295344889,-57497964,-1916336120,-1432254651,-1586046261,1966497494,-1783366376,90381
866491444,-821037048,1690311937,-2068738840,1977296131,1709672648,-1381601098,-1437013535,90382
-942576487,-731423577,-1453317791,-1089319629,-596747815,1999614665,-13634961,-1173595836,90383
89148345,-2087822322,-22473541,-545742336,-205614587,2052922719,877586287,743153056,90384
-1955419831,2083543749,-1313708652,-247136161,-244706355,-1616726275,-1839814162,-1060010926,90385
1280648270,-1502929137,-1344289613,1104195581,1634049443,1223824611,-823883241,444368639,90386
1528618913,2102342225,307475356,-1989634687,1211139848,-426842627,111947694,-137308933,90387
-1009259453,-1971964740,2077474047,-671014885,-2091702438,1517092410,1562775149,-1015352773,90388
-771565715,1491226535,549516599,1193441113,1339184042,175548958,-1769554620,997778176,90389
-413912893,-827061464,882892349,-2132052747,-1102703442,332097284,-1408916068,-657396554,90390
-2042845994,133695471,-912599809,-1208873362,-563543907,181732103,1887799741,1863178943,90391
843935101,-1938587052,-15829746,303996332,-1896695134,1152303644,-405054213,-1121276674,90392
2075234065,951210899,-341238079,-2058408054,1840773614,140748767,-110870539,-691551108,90393
-1380034768,-1940397002,-1108140904,-1689967687,1532691348,-87776111,1958244751,-593833855,90394
701483567,-628868542,-1363949432,251506991,251110607,350324394,907505141,-820762866,90395
320269461,-1781390336,850228931,-1934874060,-2069479966,1357356354,583808770,246489316,90396
-1238285155,-1907535563,986763664,-1397459182,1403162704,1629867451,-557841012,-1758727270,90397
-1006581548,1451391826,-1771541418,891830698,-1644489137,-318383884,1261463701,-742497238,90398
1642613757,-1386304760,-1495790699,1868928954,440470058,-632693620,-1559391550,-1018934797,90399
1896590969,-103411702,1589613646,145671304,-1095528914,720578217,1024648290,-1860820114,90400
499579260,196012647,599941359,-1770068684,430988738,860500404,-1892366715,-283251843,90401
-1105116131,1849166167,-70967757,461803972,-316796469,996601809,-285984664,-1235998451,90402
15716777,159510774,-1441588107,-300605797,410386625,159100717,-229118614,1562781015,90403
1326208384,-316809000,783437886,816175291,1728316362,681958088,1138466060,-1147789232,90404
-1530084254,-2002834676,207292925,166785021,-509987707,415518380,138124471,-166460229,90405
1952065899,-135436233,-1344551863,-978646132,-620568892,-975694060,-56071142,52745433,90406
-797165010,-1167472144,-2009047728,841210299,-109880485,1583580813,949541792,1352048887,90407
-1708308086,308797048,-104276669,-855737269,-1585362774,947281453,961612288,-1753495295,90408
1153324578,85434772,-414220522,-1549277186,-836430548,-746926956,177171532,-1637791767,90409
-422490416,-1354335589,512541031,-1831376906,437081917,-1751556487,-1785403832,-13333689,90410
-703086580,388863567,-1697306666,-870245199,1069853834,1949644122,942381426,1981373314,90411
2018199023,634973474,-623911620,772051679,1692917312,1056344678,-2042546694,1039895698,90412
-113400761,1730966053,1077017765,478149281,794543884,-68693879,-268195697,-936062286,90413
1467664557,721648806,653190037,-1126298116,-630542418,1125207394,1621126312,226858477,90414
1959857016,-786023491,-567285530,-736423632,2061037875,-1199757195,1583959719,-837005183,90415
-1215490128,1502467739,-120216613,1097480597,-2027704839,1994418496,-1129784914,-1192142474,90416
-808549661,-449801058,815574417,-230712045,1021418528,687280681,-370440255,-1807728085,90417
283776887,814262300,1923072488,1567373038,972574262,-1040538015,2010114351,770125082,90418
-2007716659,1536540635,-1011731606,243659973,1242532938,-98668009,172165664,1899545780,90419
-1972521140,-715050593,908675121,2023063618,-1491126866,1519499636,-576610800,-1193319283,90420
-326473853,-1165857650,-1882254663,-1068926042,974170570,1198681600,312777716,43526975,90421
-351271366,-181002236,1039998077,-1106842615,1028994796,1128215377,-858937710,-650319284,90422
-1100277330,-1246368725,-2123896564,-1182112007,1716628448,1282868614,-376119011,-673265757,90423
1468379440,51779690,-831682226,2120132599,-642653950,-1099051172,-1264028969,-1956043992,90424
509611492,-411455862,-1290556972,801068760,295274198,-289924834,1817767885,685992490,90425
1011762065,-1991050228,1435994675,968915772,-72463079,-1546237673,-775728242,-817286654,90426
1738976670,216508562,89304286,180710149,-1365567174,-1964379801,1854022644,2025389638,90427
1454824598,-814668319,1360273347,-941756204,-1304077607,776099955,1581670418,-944054829,90428
1901523240,252236703,-1683636104,-1361427207,-1650762306,-737881965,-1444038946,-1247106701,90429
1089440429,1464683031,-87889109,-510161903,537003186,-579130830,1017825543,-755535219,90430
-624787967,300520534,-412616381,2090180193,1026194612,1983335338,-1193360187,-425998065,90431
-241431452,1855388150,-281867726,-282054694,-846665781,349877696,774887979,-1925363257,90432
16403837,-794609416,-1878206626,899664351,68704599,1490460257,-347871270,586126014,90433
-1773563081,442281544,-435648398,-292510981,-1024848623,1258646617,276388362,1155646879,90434
-230322323,-498893349,1684546703,1622680568,1388366162,-1793716548,-1563523151,-1545519928,90435
1225258424,1558826311,-53360333,-2081880835,73766560,788707893,368624718,1212957846,90436
1493532464,-1602196476,1677095677,781921621,-16289858,-634903263,-1685946222,1111443171,90437
-1260491458,1510367074,1445272382,391556557,-379684744,1244978593,2055964767,-405040354,90438
635936310,-1070772693,904132357,1176312913,-1169945356,-79951677,2089078489,1870312322,90439
1547664518,-787637643,-709130458,1354986738,1780256780,-204621492,1217705463,-10757988,90440
-1325471886,1096569958,-1240585149,-797903000,1274616909,-795697608,1601119674,-1617702601,90441
729029467,650116582,-1919810013,1540471783,2023023183,-2090717497,-907215613,1359901896,90442
-1462812467,-910493054,2073816891,-666622054,1575710084,1614336745,1420110622,2144670318,90443
953177531,1289639211,941398922,843742685,1839441447,-540644831,-1393927617,-1685487379,90444
-1128806271,-1382324401,-1211516649,-1241763605,-1149576005,143931098,-1438983349,-610951046,90445
-895027690,-539704418,-1332743952,-185607870,1739664081,-1940823240,925478870,-842966336,90446
-489100657,1422652714,-1729466698,-770061459,-15127383,-1122366265,1116456749,-450580433,90447
-1086862199,1449458041,-723311102,-1346192740,-1661075312,-1705671401,-1053532918,-472686529,90448
306296841,839175791,468776142,226339228,-291784723,-551158599,749688845,-421101811,90449
-971754252,-1762158222,-82222637,54986359,-2083094611,-1878076893,1352714836,508447203,90450
-1030218035,275230121,646589831,250775185,192757180,-1836824339,-2130949735,394651897,90451
493385404,-1524784899,-335396110,1374660369,-1178706803,-1531428270,-1149953179,1349832419,90452
-1956403451,-1790568481,-1589750515,-2053521410,819952272,489069921,1031437859,426058907,90453
-591401711,1923753381,-1811650857,308610911,1424191893,-1221915134,-477544424,-1928005660,90454
533023564,-474244218,-163444623,97642078,-1808133017,-352592924,-894822240,465937992,90455
-2020110597,1612659897,1974920283,1028025739,1856601595,-866994670,885307488,551049734,90456
294144300,-407946496,1272195712,893707690,1982862825,-1947461842,-1128982518,320092478,90457
387362143,-1022792157,725415626,-1456458875,-807323317,-570590706,703150442,-1399710175,90458
-1936198075,767647174,1815061915,2038700513,-641259448,-1911625585,486751017,-1318042779,90459
1024328056,1744450440,1641551740,-2137865611,-1402089376,-406826179,1822502062,179590988,90460
-626851958,510129441,1984013521,993128749,930461781,75676659,-1753639855,-1409745056,90461
-177851890,-2146528486,-661919158,-1413415759,1047276459,-391110598,-1319303741,1184720191,90462
1888395509,2146540733,-2085512058,1787217346,-1716742215,680965787,-1925699907,1634631119,90463
532274089,-663974437,-1658979795,-620276851,-174756722,-2024569334,-1955759278,2127170545,90464
1170207967,-1125078283,1503432879,-1045770854,1548039476,309715444,-347239719,-1469121854,90465
1740626230,-232906224,1202349853,-1730028657,-1602370344,-1395094246,453557341,-1811251909,90466
-958692186,1314290970,217864395,-1608412413,-1099630076,-1621780934,-1522463164,1148970965,90467
-1124038101,1446717414,-9501974,708174280,317900778,-1612092931,206125458,-110122263,90468
1160041244,133742146,925919971,-2102999303,750759801,-1864318980,1785859531,1812667632,90469
1777177598,-67757419,1681977296,-1433861014,-1289195658,-1355043893,1638931801,-1544944567,90470
-1496311735,-337350740,234866731,-722478424,-2113387734,-775461301,-1395044904,-1724010135,90471
-424659829,-1474713035,325650976,1833446544,1567995118,643561529,1504216114,-1515456000,90472
518183982,1066014934,1795451979,-1477002201,653692566,1099368051,-260816289,-385914943,90473
-1076754967,-340360099,-1451302282,1332125111,191934678,1375456133,1856670441,633604153,90474
-1865210791,1029508371,261101930,1380487781,-1799208218,1770914154,-1212634877,1517057254,90475
1236539374,-825044011,-1996255109,-1803216294,-1806363226,1502701774,1718647261,836861906,90476
1242184165,724569776,1173804034,-1423465402,-1379708202,-1371639401,-1735961415,282089978,90477
2868832,271095589,1418951978,1826513920,1182768930,-1143979302,777115198,779751304,90478
1761022183,-306148712,1299241544,-356185349,2013372889,1427380515,-590504585,757681271,90479
81326634,774976277,1098099759,-1075914929,607766291,-140945604,-1235296612,-903833739,90480
138482539,1682347117,1104937742,-556529190,-353047844,210232031,68386766,599589263,90481
-1660887435,806840492,-1824799884,-2090136697,1393041550,-1465454463,-321271133,551778172,90482
820214403,-789179893,249224826,545492287,751250045,443114297,1538730835,807546562,90483
-135449654,1814938551,-303932181,-1288267592,1787202750,1192798316,1705808920,-1386425423,90484
581566084,-1529401604,-107911639,-1624099024,-375596952,1922253828,-586510105,-1078116884,90485
1717299021,-1021504246,-170637600,-758685982,-770422244,-680395546,-359745350,-1489711138,90486
-1571088164,659919246,-118122242,-1261978607,481139357,1327686585,1704990397,1774904951,90487
-240512563,-520372433,-1347442962,774932527,-790521450,-1734298142,563167094,798016365,90488
-469245518,-540427161,-1093405706,2076261119,-748286541,1386085015,1863376097,-738967973,90489
2083000504,413225029,1006495148,-108304847,-1253585797,704586752,2018993771,872717662,90490
-2129887838,-1439071306,-705378886,1280020296,1870805312,-736814700,-1609652752,-1113059949,90491
1918954568,-517835185,1332022466,979261610,-778876293,-1204023806,-838384519,975516277,90492
-444897396,1648477807,51891795,1519344101,1472937572,863631047,-297703697,-1411900137,90493
-804714797,2047434045,1596287397,1352595967,-763234319,1522598886,1530775085,-1815277287,90494
1672045241,-333731134,511034924,-1180782397,-90505104,1731513803,-370903070,837561618,90495
-1410898575,-780670110,-951136494,2007366684,260529205,1558674176,-2050025026,-1747143714,90496
-243910774,-1444255917,914912699,1907079495,650853232,823069125,100449483,1167979833,90497
-1922101183,-605833938,1612076309,-2050725585,-313118227,1645753394,282983259,-1079565875,90498
1618727682,-429086879,1850463361,-300037433,1612686611,36795771,799388464,-1525757879,90499
-1520826882,-360262113,665982048,-1461902820,-1222504151,118230718,1742508029,2057741260,90500
697768273,-2000740008,-315521544,-83423672,-828106555,-1737904621,-1079572522,-472411389,90501
-2105019391,-373409118,309754284,1766715691,-426927787,-143549296,253867610,-182535812,90502
-599242356,-1129293981,1497474149,-676512741,786651162,1944678214,-258633276,1785644484,90503
1785039948,1397704099,721604426,-124278851,-1315099471,-621361026,1683043867,-1132936490,90504
99692964,1511594177,8410008,-870349832,2071170348,-1081863571,-976092701,-1967415011,90505
2069115565,-694556671,1018766338,-1082356903,169494529,-1751038858,1612495983,-1277140994,90506
1668947638,297713771,1028586371,-1058600247,-490442769,1121920527,703946773,2124499468,90507
1784594366,1311917813,756441806,581919986,-1306564663,162892509,121378732,-1931115434,90508
-276157610,-1522637803,-1098944753,193098122,-534494836,1114585837,-763741513,273512710,90509
-279520069,825481470,-219596331,-1212286417,981865041,-536214405,-506930688,1598714388,90510
-269606566,-688951104,2046968537,-838927258,-1852352409,-1397392100,608817475,-1287500645,90511
-1433884198,-951304085,696698888,1234487360,1214188449,1668139567,-2103626632,-202364194,90512
1178907538,-369671009,64804925,-1280421555,211230799,-1408955664,1206070670,2045096875,90513
-1285241725,1910667484,-1925438580,947223892,212692943,-89912775,710077349,-1891966345,90514
-154139976,-1627677669,205634784,-394784472,-214724131,-585304916,1417670274,575696682,90515
-778889600,-1866058668,2090731557,-908077692,-1029966889,1250183076,-1592891920,-33380853,90516
