C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
1014,821325759,393229930,11,427454449,-39284,496218343,607456878
1015,1029483524,270776990,10,85807494,639200,851529209,1071680462
1016,397437311,14372068,11,522403776,235754,496218343,766000957
1017,930310100,779394579,16,238757608,-91370,145169404,898862547
1018,944897555,222531951,18,611925654,834170,342224351,271003493
1019,65659532,937825730,21,579551694,211453,342224351,656743913
1020,38115655,897075587,3,1002880242,691487,145169404,651483192
1021,46975952,263497272,6,447641954,128676,145169404,706888617
1022,623707158,763677008,8,409020516,960583,496218343,553866861
1023,736051973,1072895017,17,768975802,718835,496218343,506538760
1024,188348663,464197119,11,1008033348,-42509,342224351,753751778
1025,1034836420,987097871,8,75378409,336346,496218343,173300328
1026,816989159,429742017,17,721465815,969928,145169404,19211553
1027,111824062,177868463,2,568785771,494621,432434410,67176156
1028,60544268,473592171,10,178829247,191553,496218343,518252965
1029,591560099,354508895,15,893397998,625218,432434410,895262206
1030,503630200,155397232,8,201930169,635927,851529209,850394347
1031,755640871,776944828,21,626928198,222680,496218343,376254516
1032,933827007,172183950,18,718051191,185364,342224351,876880496
1033,73693293,806038519,8,947023926,8106,432434410,587999594
1034,997695036,632055010,5,925875854,734982,851529209,235147764
1035,679609706,162104756,10,404112533,749936,496218343,644309058
1036,39921931,585567117,8,1008897481,176623,432434410,1040813606
1037,805250948,690841318,23,94631436,493625,432434410,863470449
1038,722528413,967295153,17,1029776419,-50992,496218343,337402666
1039,80116064,994698374,10,276280392,761854,342224351,153406339
1040,500235766,212138365,11,310632950,286071,432434410,116814885
1041,148971714,852501642,11,111567568,799398,145169404,1036142937
1042,109276564,117263909,5,891302974,984987,342224351,199328623
1043,715345676,313133856,7,149553820,584776,851529209,936316496
1044,774420436,195202647,0,391427504,729130,432434410,429018747
1045,440887123,782097409,20,620878530,294219,851529209,601079997
1046,54846543,730602528,10,510917989,231100,432434410,353201553
1047,41064088,458651639,9,933986627,891899,432434410,218894412
1048,296727735,170700165,19,508410495,258391,432434410,709161948
1049,456751337,430469575,9,952760472,874799,145169404,542651113
1050,839470100,856623445,11,177636089,-51765,342224351,880144258
1051,609350960,907390492,2,804655979,977639,851529209,998374720
1052,769632826,718485236,13,589650312,283796,432434410,769929949
1053,990621622,584155803,16,300120895,-47385,145169404,632839260
1054,294509795,96277503,21,379529322,884427,851529209,571619377
1055,535437929,827148330,7,376915718,63992,851529209,143867020
1056,834973683,758706949,5,944613752,628712,851529209,393873243
1057,869519143,890369109,24,158768762,-37711,496218343,123127526
1058,570066866,474418965,19,536206806,680755,145169404,478794176
1059,422778380,287822541,23,498003131,154750,851529209,895012893
1060,366852767,1030875384,8,970917737,284059,851529209,875769116
1061,871574325,402960233,4,668049508,-25877,432434410,108550709
1062,816963004,152247119,22,786359741,470992,851529209,717793583
1063,743995166,328741879,21,877860787,166328,145169404,505893662
1064,881297993,984272601,15,822443524,166607,145169404,562274519
1065,312547484,964543662,22,135682281,466341,851529209,416373485
1066,57605434,433863370,0,614307476,94968,145169404,123622849
1067,882011208,69176769,23,655203685,915384,342224351,177904340
1068,959864391,535371470,18,980194313,73740,496218343,168730461
1069,946583126,513754611,21,658965093,546529,432434410,840756782
1070,884676062,343976390,15,806310122,316023,342224351,174275098
1071,280548600,208422331,16,161117944,403356,145169404,514379259
1072,390156801,971594912,4,120860721,797948,851529209,770593914
1073,213862871,716802901,10,699605457,821723,432434410,948980523
1074,44942990,552645709,10,704696793,12267,432434410,434491946
1075,663919450,530608466,21,713433394,271450,432434410,785780916
1076,515914954,464035102,10,312307570,350935,496218343,1028635935
1077,755612692,775334539,21,515208671,858178,496218343,443499828
1078,772380929,618485248,19,796902209,7093,145169404,446278346
1079,192780006,391619151,19,36154331,213591,496218343,484103920
1080,904743117,1000678830,12,917619130,326719,145169404,750031607
1081,14748098,280973990,12,153972131,864742,145169404,928849043
1082,427846358,659212613,5,452974811,324792,432434410,989007408
1083,571912582,305302894,7,930523484,384729,342224351,845535224
1084,197414067,753813627,2,617771549,141675,342224351,419202281
1085,1032958625,729218040,21,927483228,527588,432434410,202124435
1086,616704964,249093875,8,184506913,972683,342224351,1063753174
1087,865183795,725337463,21,388726011,587821,145169404,958010320
1088,924000951,530032,22,836940709,209862,432434410,724839076
1089,686687951,154242763,18,942942436,342995,432434410,380466380
1090,1056364064,684287328,15,1002975465,521243,496218343,484632619
1091,855853642,470667927,17,250012279,-71053,432434410,27178009
1092,738075858,677380857,15,759920349,200415,851529209,726928460
1093,1031828779,716065010,24,737046407,-27395,851529209,563314847
1094,1026913049,700703509,2,581614557,254448,145169404,617103573
1095,902076434,919647351,9,558755870,622126,145169404,157060879
1096,702358628,205246084,4,710601185,368737,342224351,740207066
1097,471315000,145943078,6,534042356,865187,145169404,592869646
1098,978144009,1431552,22,126557835,100922,342224351,503746794
1099,1047395759,774462084,1,279274250,899007,496218343,489028834
1100,899524415,775307981,12,432489218,918975,432434410,344089914
1101,474781472,880714985,3,473395499,-84272,145169404,177459718
1102,710858609,178583577,24,163263105,236901,851529209,111451853
1103,843420132,745302157,16,138854097,487810,496218343,1053292858
1104,1058457493,414178882,8,261407340,123047,496218343,263612032
1105,768384337,100476708,22,70848737,949145,342224351,340504486
1106,379961799,771396020,21,28205983,997762,851529209,260936301
1107,941274392,291395281,1,998151342,796162,496218343,541414677
1108,229820833,395663730,7,1024934974,499735,432434410,954392622
1109,14112,422611060,22,374618468,338722,342224351,623039786
1110,130708043,823815469,10,299846680,204165,851529209,279145202
1111,85985686,727924901,6,447257299,289221,145169404,824726656
1112,151226241,295254875,20,189931601,931459,145169404,243709848
1113,209119430,434700140,12,377021066,739230,851529209,568424778
1114,883182468,679700138,14,264442099,644683,432434410,383716837
1115,114674260,188887194,5,209171347,-17852,432434410,762371194
1116,175985885,752381164,14,126993630,59260,496218343,490201964
1117,40602399,196942914,23,732107069,282907,342224351,709366876
1118,189472631,396078125,11,794439297,413018,851529209,255106048
1119,644595464,555981857,20,264805960,397165,496218343,155068855
1120,852445500,302552202,2,379447513,154364,496218343,160687542
1121,824117686,332021765,20,788828774,394211,145169404,379160677
1122,744353014,721524253,0,23262499,4521,432434410,568741274
1123,179254795,252899054,16,327824754,978636,145169404,180321790
1124,941817547,153691355,1,17289060,551273,432434410,520720921
1125,352656200,204234258,3,377999983,842754,145169404,41738623
1126,801326667,518344124,8,387551820,390597,496218343,607743190
1127,791428908,116541452,10,1046970576,863135,496218343,665259961
1128,169292368,693426085,0,541499963,812399,432434410,951585497
1129,514962052,581178011,8,732065133,602002,851529209,218851519
1130,79107327,575839714,22,7144852,951936,851529209,817792277
1131,997788113,136989048,20,59548608,601910,145169404,402844890
1132,836759821,556080921,22,491083322,496212,496218343,962121358
1133,771342540,861878159,14,825696373,533536,145169404,869085854
1134,843195337,633523891,9,415962988,845826,851529209,146054640
1135,378237580,900222850,11,329346881,306178,342224351,478692387
1136,765291644,558541717,24,836333618,-72349,342224351,186733585
1137,385224637,680016573,16,7289338,421014,496218343,867130473
1138,545562703,404802534,22,41029855,603544,432434410,413222357
1139,541105795,1055414254,22,191235137,460483,432434410,866793316
1140,272498189,380191546,20,810582054,631921,496218343,42378974
1141,687731094,32016495,22,288200240,97,145169404,86578194
1142,324554768,307245180,16,117426286,327308,496218343,890739630
1143,56266024,183310063,4,790235224,865598,496218343,856334663
1144,281416333,285252139,1,689659259,418904,432434410,635572656
1145,46789745,590616512,2,823501047,324925,851529209,782771524
1146,824691124,266552880,12,316721864,420435,342224351,264611202
1147,925052842,318651061,15,334859457,773464,851529209,456097364
1148,1028137988,364291007,19,254100855,712984,496218343,753112464
1149,475078401,921903901,3,311540817,628779,145169404,950636249
1150,10170321,233075020,21,167806749,-11731,145169404,709323206
1151,445834753,521246151,7,776988532,635489,432434410,145273686
1152,516112137,433912051,12,623277528,568015,851529209,650659008
1153,1066016194,849653738,3,113257433,624403,851529209,260841029
1154,633154197,714543035,19,190460875,149846,432434410,411990751
1155,945397508,906267400,8,557841065,351025,145169404,961499330
1156,835793283,433018385,14,285196222,179967,851529209,818519351
1157,538468605,403911598,20,1017601113,601309,851529209,480488100
1158,24143978,855467047,10,763747783,308179,145169404,179701564
1159,981422072,1069667158,2,662731233,555375,851529209,19793053
1160,91982184,836356212,24,386580808,497624,496218343,361811740
1161,45064307,36683811,19,530673671,59130,145169404,484134000
1162,570185999,906630642,2,871607914,313971,496218343,54287063
1163,230508397,607258338,2,322347742,9022,432434410,896635381
1164,598683979,35486364,0,984816032,734135,851529209,1033260948
1165,268245951,20026491,9,879041489,817733,145169404,1024907720
1166,966742395,411088919,17,530679170,50726,145169404,789666644
1167,877858397,514167386,19,1060065186,951087,342224351,382635946
1168,333521608,458703963,17,50693947,619465,342224351,275540950
1169,498701568,770280709,4,697476695,750330,145169404,793081379
1170,960005457,746194970,8,1049073402,207073,851529209,406804485
1171,1040908665,409080576,8,487068872,765897,851529209,772661239
1172,31410185,51145598,14,496975562,42097,342224351,181443438
1173,558105771,443307931,18,422303410,18259,342224351,433909505
1174,1028205004,612790266,4,635022517,879895,496218343,854535087
1175,720010800,933565476,4,714157186,920716,342224351,511035433
1176,186695113,290730332,10,787843863,582759,432434410,316953674
1177,784658357,461713069,14,673145460,928171,342224351,859393678
1178,22100374,19804214,9,881718964,496658,851529209,181299403
1179,345278768,730842186,19,588418451,333625,496218343,102117948
1180,782361247,467926707,13,554613838,336736,432434410,396416643
1181,664605718,102268666,10,240674501,918050,496218343,615403287
1182,422138870,1072585469,6,599496990,881439,496218343,8433929
1183,539181950,763410092,1,891636766,445576,432434410,115123007
1184,137850507,468651854,11,181258557,903289,432434410,1047374631
1185,746566770,832110243,14,901303971,291352,432434410,909667370
1186,542794753,636784473,23,711850705,446630,432434410,848087599
1187,845568688,201635648,10,969175634,-93296,496218343,375357451
1188,394392635,232651725,15,541239572,369886,145169404,27369700
1189,164807189,973869811,10,265796807,379828,851529209,72301416
1190,122237178,961232229,15,886120944,274363,145169404,48908836
1191,606450489,368089566,19,874488027,908854,496218343,595599042
1192,249644673,959159043,20,861850512,323133,432434410,411849918
1193,462239258,340554448,8,618737623,-1710,496218343,73856622
1194,1070395369,333808699,21,562370366,758229,342224351,632927285
1195,166510312,21655273,4,87301820,962149,342224351,1072691436
1196,583932991,939499584,20,785841914,637867,432434410,749411686
1197,792319653,306294472,0,731789873,926104,342224351,1016416822
1198,890633258,858289074,18,253420191,959335,496218343,557348519
1199,397454276,904470356,16,1019980006,650335,496218343,523223337
1200,703969252,320372396,22,441962686,376505,851529209,548919987
1201,537100953,825378568,10,691058813,516539,432434410,748207187
1202,786380932,608753449,0,405482484,70273,432434410,728881719
1203,976761003,334752747,16,697402379,578769,145169404,855199862
1204,636632482,782787906,20,162008983,977719,851529209,138332124
1205,74030534,890490444,8,414364424,539034,851529209,1018703627
1206,641952436,340975866,20,138032450,843776,851529209,584478924
1207,631308766,365718458,3,614071092,-55604,496218343,852305321
1208,351824716,818354213,5,1024206422,242652,432434410,636041336
1209,218935771,575743564,4,519871294,355121,851529209,535579147
1210,447363231,214504152,16,215286159,813766,496218343,31628629
1211,675351775,128687740,18,363030641,472337,851529209,7240452
1212,60120227,240310967,22,345401715,773603,851529209,934720208
1213,101821864,326369096,7,300378851,855512,851529209,3994343
1214,540602451,761219573,4,499281384,293531,432434410,424743092
1215,325085941,5073318,16,596058479,779587,145169404,815794135
1216,171329948,508429305,3,250314872,215506,496218343,865579535
1217,1015120356,643037227,12,744697061,601932,342224351,88794131
1218,13783465,898135127,22,673891559,880173,496218343,64558100
1219,784064766,980175179,4,646814075,77423,342224351,767271596
1220,273338679,47317950,18,557036615,842933,342224351,338633341
1221,69229468,317482930,22,203257710,81650,342224351,622495230
1222,360151254,41704543,11,691844052,388318,496218343,756417106
1223,198978171,100741695,11,743312298,-41303,432434410,2538605
1224,802072269,743186737,8,433819962,812415,851529209,207946552
1225,317693874,112298532,11,656489233,863492,145169404,321214287
1226,299994498,435226596,0,877947049,213592,342224351,466290605
1227,641029598,411351208,23,807964445,333572,342224351,363132406
1228,480553569,1027032441,12,1022653532,539230,496218343,800789367
1229,299414901,1012787069,9,552067979,832812,342224351,985506100
1230,497992963,200620055,23,310869875,478785,145169404,985105235
1231,821068925,664621658,9,569569798,232667,496218343,526783846
1232,682576118,987003225,18,443280691,848251,145169404,529992332
1233,704149530,256602451,15,620828504,364949,145169404,440767096
1234,906233565,127166019,1,625477484,-98232,342224351,606108108
1235,193220631,327593506,24,864178319,-98205,432434410,339432406
1236,365825799,633655884,11,381846836,360095,145169404,267041578
1237,360421060,85551227,20,814664745,815662,432434410,322268467
1238,133156335,936596559,6,827704197,429922,432434410,944655493
1239,1054213243,223536156,20,549563354,693672,342224351,1936943
1240,100787728,567266261,4,712539528,543944,342224351,611292660
1241,737262661,207094161,3,716702351,865456,851529209,787472380
1242,763713198,645184700,2,579434612,227615,432434410,848712978
1243,980298159,929189642,14,412998669,627138,145169404,381826786
1244,221611638,494797347,5,238898411,-94280,432434410,1048262556
1245,649634177,1029505435,4,927602998,319666,342224351,730516664
1246,363575722,556919381,4,897951522,26070,432434410,135614666
1247,978052687,836257651,0,859782919,169695,145169404,345342409
1248,14559318,443575218,8,476396426,653915,496218343,983978210
1249,103888718,865044808,7,761192678,44849,432434410,55766512
1250,208011689,66544396,9,912550794,78005,496218343,439019458
1251,126702719,904162365,24,793857901,726776,145169404,255750174
1252,231460413,694012437,12,818270684,327984,145169404,100537197
1253,595323632,762505326,1,147075154,122221,432434410,923726671
1254,30852821,492340678,18,330382787,267606,851529209,529740228
1255,974663517,612758373,14,448753245,648771,342224351,523954938
1256,720074229,901156167,15,635982301,501207,145169404,157236372
1257,292385922,548090634,2,420955024,881083,851529209,820656970
1258,702192657,723752598,3,488970214,-30175,496218343,905447349
1259,699397293,824527787,20,744631203,835300,851529209,196550464
1260,754249029,849053245,2,1047037787,499159,145169404,788978055
1261,901888464,282436576,20,799023137,557981,432434410,15022245
1262,984760734,825404324,3,708601068,284036,145169404,679905225
1263,324874578,272961634,9,574729145,697590,145169404,544540073
1264,378447874,947987435,16,346178968,395928,145169404,282287844
1265,959534458,715516984,24,30144493,265353,145169404,346048665
1266,836745070,574112782,3,295783841,187705,145169404,172404933
1267,744035844,513014462,24,803133459,861612,432434410,211698615
1268,804892156,724684092,24,900644217,515242,432434410,921286900
1269,257745084,247401235,10,223141890,265968,432434410,654979636
1270,605316752,361397808,13,471771436,617006,145169404,820517673
1271,425586932,236695669,14,281729180,120936,851529209,838481283
1272,23422355,913984582,21,668688692,686514,342224351,1018478966
1273,105779210,478673241,12,4753154,149956,496218343,804095307
1274,823875182,322233282,24,791378708,12697,496218343,353853349
1275,210981494,175755485,20,566085804,897245,145169404,977909293
1276,814035833,747168465,16,996708448,-76170,496218343,1069766630
1277,899339600,165924095,14,262600098,-5235,432434410,70256971
1278,438805836,1069121312,5,230869053,903843,851529209,979000393
1279,87295050,190617749,14,869260728,791506,432434410,565504904
1280,708826429,363370660,16,886595395,341966,851529209,298895914
1281,845254605,792501779,11,255764459,818242,496218343,1007289924
1282,791382562,568910486,14,971220143,899882,342224351,270008270
1283,550071251,265372776,0,250365364,222271,496218343,841518312
1284,254054480,892121055,18,1027610615,-91140,432434410,26682461
1285,361125306,135153188,19,207145054,306158,851529209,625288199
1286,987441254,516326706,12,934740073,690608,145169404,981141561
1287,242957693,409063975,15,555944191,746169,145169404,765169296
1288,796320301,98864100,3,206824968,660343,851529209,623681624
1289,136302213,920843903,24,766662297,292552,145169404,303699856
1290,158688428,891085971,24,664837366,810842,145169404,685501193
1291,362997649,651691039,7,1053472930,822737,432434410,581739799
1292,522648499,74472369,21,264634842,550911,432434410,115047133
1293,989230318,504476398,12,395836325,256567,851529209,698109919
1294,545122094,370421973,23,918181052,-80813,496218343,575303290
1295,608340769,94174676,24,918379912,75362,432434410,862611658
1296,267234128,37863754,5,857009968,303469,145169404,949550857
1297,438711844,951547267,21,155137902,607401,851529209,879526554
1298,669364778,90719491,15,972607448,390354,496218343,362900379
1299,730846171,794972028,11,284133765,80839,851529209,148611095
1300,467046890,707142799,23,19516868,-37044,432434410,1064699090
1301,655282146,35098872,10,302800642,896662,145169404,199411362
1302,112745893,881323017,9,431176453,19790,145169404,1016067827
1303,338426559,305918430,5,590511031,202015,145169404,620044743
1304,187953191,1023738174,11,216439768,454846,496218343,5927780
1305,212818045,428352495,23,590639851,490066,145169404,797677209
1306,56023677,204462381,12,28176330,646477,145169404,214113531
1307,901048805,133767582,3,759524494,434452,145169404,855924561
1308,835640004,21930034,18,224219760,929053,145169404,960234492
1309,4235788,98747469,10,319376585,-92269,496218343,972684247
1310,584386355,143764494,17,381253924,20484,851529209,14512314
1311,867879952,355080353,13,755240305,871324,342224351,615845015
1312,40588065,250607876,3,739069110,945950,432434410,656567018
1313,836737793,300142442,23,695344928,88911,145169404,507062710
1314,851142108,1063491218,1,28246724,321833,851529209,480753134
1315,524002199,296151936,10,643275632,144784,496218343,590824696
1316,610090284,15859816,5,552006811,-15838,432434410,493068305
1317,234027926,159886764,14,205457557,892508,496218343,775602016
1318,990053675,55020730,14,175310840,581293,432434410,934933829
1319,544061788,840848084,9,1016777023,491047,145169404,1072022641
1320,461302740,969968390,15,366950983,640713,145169404,265456568
1321,2537605,138894982,10,395032817,358949,342224351,498640633
1322,987297042,1038945481,13,660896072,262171,342224351,1006435229
1323,960536670,414701568,23,527541715,600681,851529209,985242688
1324,651581977,372525067,7,362707170,754888,496218343,567866073
1325,477283719,897021112,7,296351489,910861,851529209,160340908
1326,261997167,1023753016,21,429423956,-46849,851529209,861820517
1327,327874238,979314108,12,58824507,97,145169404,540343564
1328,105626155,320176759,10,840616623,326499,496218343,1375109
1329,517928707,118799085,17,656877200,464591,432434410,76393517
1330,974921204,140493302,1,910066033,389314,432434410,104430312
1331,308465575,877145988,8,877436455,200502,432434410,747560580
1332,51459042,287963634,18,958910496,332304,342224351,742511221
1333,537892471,1018100849,2,533807820,133085,496218343,203849844
1334,1069823367,244547081,5,897712064,248571,432434410,529983167
1335,702092963,574341453,10,752205834,834167,432434410,883110891
1336,486979270,376752821,16,343577269,149021,496218343,784620736
1337,567981064,1858628,22,1021032147,788244,145169404,549030498
1338,803703733,173238680,20,1030982504,513900,432434410,1276752
1339,179919873,503251312,4,140084726,816750,145169404,757004873
1340,113299407,790791948,21,945753764,28029,851529209,195383322
1341,637146459,649429954,18,865192689,76269,145169404,406820376
1342,23218854,971500172,16,15643498,152034,145169404,653055352
1343,911948246,725328385,18,418646528,830309,496218343,114594007
1344,1057781195,101432580,5,226096745,211332,496218343,348757031
1345,419014945,164431135,9,782190480,859383,432434410,921407040
1346,244057308,86979063,10,800601790,452445,342224351,281126560
1347,1035873518,987712894,24,555160029,847643,851529209,634385523
1348,714417924,811501786,23,771632025,45922,145169404,631453522
1349,762380456,356748788,18,271532103,496724,496218343,649472355
1350,588351592,621598091,3,222763531,333951,496218343,207548747
1351,1056564299,477167079,1,634279728,310600,342224351,620051134
1352,614884299,1052721446,20,354864322,557069,342224351,855720504
1353,65975384,142152909,1,364918041,366651,145169404,558421061
1354,437359,785956574,13,224516587,-89704,145169404,688015644
1355,319606281,193484313,20,896017575,235110,496218343,1044598895
1356,387097748,178089162,5,607274312,92739,851529209,33266813
1357,207659151,447303710,15,363702079,862790,432434410,274487927
1358,514563829,93442573,3,235362412,514922,432434410,370716400
1359,641638373,184683484,11,729359463,406982,342224351,62370612
1360,273646325,906557615,19,1034718242,142257,145169404,33776109
1361,135012819,283632691,13,450901295,412885,851529209,136156256
1362,792007848,48409673,7,529677823,371892,145169404,167469322
1363,559705964,82081699,13,916375637,-11246,851529209,787648331
1364,785311091,612774329,19,218622247,-18169,432434410,915042593
1365,607590696,199775535,17,479616946,220781,145169404,93916574
1366,395771590,657932671,20,170327355,163470,851529209,799786284
1367,392793423,869900841,22,1015779580,542032,851529209,809131945
1368,926007551,564112325,15,631447108,637618,432434410,120244646
1369,61449827,376061245,10,41616352,49877,496218343,705477892
1370,685146181,579212837,18,70137725,980204,432434410,553836539
1371,891849928,1070368302,7,169610183,494358,432434410,913011633
1372,636988484,909360155,23,496690950,179609,851529209,299997387
1373,87854332,650992719,13,847030096,90984,342224351,700762253
1374,810910345,833140066,19,930333414,-41143,496218343,868772114
1375,963706323,785752977,14,866711813,201111,432434410,900044975
1376,164643427,921565902,12,996913129,676152,851529209,164064127
1377,583506193,214225757,17,723046726,883915,145169404,766161498
1378,660406808,420590686,17,274409724,267573,851529209,827553763
1379,982272071,631613363,6,1036726755,100826,145169404,748291431
1380,646167421,888033470,17,871401805,372353,851529209,384017703
1381,857570687,1071352034,22,926468605,36782,432434410,447753476
1382,502576432,498014933,10,370927143,889867,496218343,972600327
1383,106677700,210026605,15,637263189,209261,496218343,713366401
1384,1030290047,16996879,8,1063382613,153438,851529209,562251760
1385,709627730,917119135,3,539275689,232675,432434410,800641424
1386,84046938,358928566,11,403344890,964387,432434410,325490165
1387,444674179,465955319,19,148927011,854187,432434410,772186333
1388,106617010,434215963,13,243028079,29144,342224351,848688022
1389,793018349,787662865,19,377922876,111102,342224351,839263697
1390,603788682,75470130,11,207393327,393131,851529209,689020728
1391,1029038222,877785081,23,439127416,551028,342224351,1022724545
1392,219758411,588351757,22,677293691,24982,851529209,242154415
1393,702287222,627085829,24,893652236,567205,342224351,244446907
1394,377848071,699588727,3,390390560,223310,145169404,958167259
1395,203239090,461535109,23,272236279,873339,145169404,839360113
1396,26854318,645858877,3,1015105017,714943,432434410,63697002
1397,747339873,848888692,8,1014026604,546683,496218343,821072120
1398,556525203,1021406869,8,736655759,700490,851529209,593592312
1399,101941627,124074757,0,963188184,735214,496218343,109723943
1400,720547080,520596298,0,269086163,243273,432434410,614571965
1401,274756574,386285835,9,916212726,890862,432434410,307027041
1402,867433232,297888581,6,495628455,439625,496218343,765769496
1403,389448542,492579071,12,1032586979,978234,851529209,420634539
1404,171694667,937828705,12,113328616,382846,145169404,703790974
1405,303236309,913318814,16,257824244,398739,432434410,96140241
1406,405651959,871560260,5,414381085,202359,851529209,452367529
1407,705391539,117649633,14,918685557,742499,432434410,81316184
1408,377219871,359215429,11,854956957,592009,851529209,727857702
1409,423313781,87469973,11,612042086,195917,145169404,576396055
1410,452784209,12803277,22,941977209,271695,851529209,458743429
1411,100513818,731864592,21,955972280,77214,496218343,663522477
1412,528824502,185785184,10,58439615,636838,432434410,409768767
1413,409584877,434518461,15,417772746,138783,496218343,995541807
1414,223861392,53320616,20,308138634,313615,432434410,555226334
1415,338428047,262240300,21,34449777,625212,432434410,54045788
1416,677717440,656977679,7,520844306,534840,145169404,677096977
1417,488497517,318153753,1,629042770,754301,342224351,31694569
1418,418272649,210174446,17,399969689,935901,496218343,680720399
1419,524843193,711371682,4,373091889,591272,342224351,584041822
1420,393514965,990782902,9,649012181,-93209,496218343,870279674
1421,953382286,65994873,12,268141955,729293,145169404,968178672
1422,407802578,553750840,17,472112801,838950,145169404,92310506
1423,934933693,903870297,21,979092243,241169,342224351,900481519
1424,501048351,160999530,22,986441131,720770,342224351,602531179
1425,709091991,697817284,1,430717115,581472,342224351,482060424
1426,417735776,565896471,15,940042386,196538,851529209,957320905
1427,715548826,297551899,11,255716243,813653,496218343,45755804
1428,786832217,552596779,15,788442007,770384,342224351,65900215
1429,562975096,587129453,3,544859065,644482,496218343,459332554
1430,674821758,472400131,0,667924584,-92040,432434410,612693117
1431,123280524,458383413,13,97188781,580581,496218343,372933383
1432,701091130,594199228,21,591514110,631425,145169404,1059108172
1433,651865052,937599209,17,85101072,460587,432434410,57657890
1434,33369982,965747023,18,301067427,185163,145169404,171903475
1435,878647417,460104363,20,738684049,-72909,496218343,1055505483
1436,918276399,734458054,10,840053533,915891,145169404,414423938
1437,758321733,268570074,17,719394751,883932,432434410,68475087
1438,989352778,1031931869,17,385529706,543681,342224351,147536930
1439,569337021,524948450,21,376038684,848760,496218343,778553863
1440,242109530,409383283,7,236958646,123635,432434410,663384992
1441,115505856,576188954,23,379706185,946515,432434410,244180889
1442,14202444,928082374,16,915524947,791790,145169404,670094860
1443,488481187,106124568,10,105288615,714187,851529209,410918017
1444,626549969,1004636134,7,1051498062,-50137,851529209,942528565
1445,1028939720,220322720,21,685920333,836794,851529209,268829109
1446,803318078,481909811,23,134410760,298148,432434410,814426298
1447,802795242,994346987,17,51433525,271802,432434410,468354113
1448,854646676,1045995111,24,650631024,775635,496218343,509962516
1449,649116305,221600365,22,550279774,905175,432434410,981220758
1450,815019082,708787424,3,327170462,85770,145169404,578354894
1451,865972529,72081309,2,1035434009,327430,342224351,776234351
1452,990573429,215848537,7,661743918,708697,342224351,836873166
1453,778531399,633121856,0,198659743,66267,432434410,850774530
1454,557234517,986797206,24,265217318,336661,342224351,494987371
1455,525227971,1067096119,3,60283397,759190,145169404,448468800
1456,74702005,156581064,13,397981125,612369,496218343,339933984
1457,53026776,780584120,23,482746316,287349,432434410,333295541
1458,419425857,494066415,3,248656160,271680,496218343,43493330
1459,467142326,762963620,11,589436290,927087,496218343,122216956
1460,90259382,1006203005,20,85810492,968051,432434410,964638819
1461,724948501,479099003,3,166432433,846048,496218343,863101089
1462,473557830,758623818,17,432836949,730588,342224351,330298349
1463,692373027,344021784,7,69454495,603964,145169404,249537640
1464,233599852,700435349,14,68717025,930620,496218343,925273651
1465,1047711781,565991770,8,794875113,936593,342224351,764098930
1466,676118935,418924264,17,906033148,126869,342224351,891748385
1467,580428221,723881799,24,234039534,285719,342224351,629761565
1468,266668646,221071475,12,918178941,382652,432434410,1040407663
1469,296791496,788147863,7,303328780,432997,342224351,825764696
1470,813715531,51279835,17,951460516,703349,851529209,823255544
1471,720759155,674766656,5,846205336,387286,496218343,311041142
1472,36828197,673763237,5,651484818,216861,145169404,182761798
1473,802478191,466900885,0,65759545,279693,145169404,93598495
1474,599286713,569104045,16,959820046,296179,851529209,107368677
1475,735309918,940528385,0,696436503,182028,432434410,192301337
1476,825254119,645776526,16,965222327,40972,432434410,927759131
1477,972195663,944682953,6,853609859,910333,145169404,436032377
1478,251177318,166605309,7,588504926,970154,496218343,212951480
1479,283866635,558967414,16,593897941,979329,432434410,670963730
1480,183328936,869831237,7,1052511530,87602,851529209,125916793
1481,290239758,946971229,12,84195462,320467,496218343,552203113
1482,561120732,702569804,19,308241550,293053,342224351,854559002
1483,630626694,167827627,7,111904388,440970,432434410,424497165
1484,798024595,341539306,18,1051566773,488317,342224351,654045584
1485,794074510,161968465,24,94415221,941202,432434410,958105597
1486,80837510,860026603,24,133505469,585997,432434410,62366384
1487,118876892,776644994,17,1072232394,358916,342224351,230261599
1488,886641040,213811992,4,977394036,792951,851529209,674175180
1489,537491459,773318415,9,1008537162,438966,145169404,462187345
1490,1026897825,1007317344,20,331138644,899760,145169404,757220911
1491,511111031,92021057,4,1610860,373982,851529209,933717099
1492,914921416,41094236,1,449055998,-87517,851529209,944686651
1493,1030064236,426228451,24,959065879,701412,145169404,738265978
1494,739154116,466627903,11,392091516,829220,145169404,20464526
1495,177545266,987672564,10,362316105,622755,342224351,878018501
1496,142846981,222855025,3,728681753,-49649,496218343,701152949
1497,1020360759,537053728,14,740534602,244957,496218343,219354991
1498,420524851,769124328,19,731012265,581056,496218343,403288678
1499,538447349,632530996,3,419462715,912869,496218343,1009966998
1500,1067697152,1044706884,5,769087537,691079,145169404,450562005
