C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT,O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT,L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,2883,121,330563436,17036027,34720,527479233,872565884,0,270833158,2883,98,2,4,2300,2295607,0,2,378580043,330563436,34731,34773,34747,862871618,365042431,854247185
121,1022863173,231361516,17,736496255,642832,1028181460,1027337841,2883,121,330563436,17036027,34720,527479233,872565884,0,270833158,2883,195,8,5,3600,3942683,7,6,449642453,330563436,34819,34770,34847,785149710,431484053,365917659
92,45610451,402777091,2,462236563,118291,797027742,79287571,2884,92,777177650,7168384,35713,1030545334,439497398,0,164582951,2884,71,2,1,4100,3981387,3,0,146356532,777177650,35795,35779,35813,749443834,86983390,584789413
92,45610451,402777091,2,462236563,118291,797027742,79287571,2884,92,777177650,7168384,35713,1030545334,439497398,0,164582951,2884,146,5,2,2500,2615350,9,8,146356532,777177650,35811,35768,35840,862871618,431484053,802887447
92,45610451,402777091,2,462236563,118291,797027742,79287571,2884,92,777177650,7168384,35713,1030545334,439497398,0,164582951,2884,26,7,3,800,740816,8,8,146356532,777177650,35762,35760,35776,785149710,86983390,881533740
7,869715114,493982216,18,938098801,956195,701940545,434871067,2885,7,330563436,14689672,33864,483467692,689560195,0,897273553,2885,4,9,1,600,542400,10,1,449642453,330563436,33972,33948,33986,785149710,944913022,978138297
7,869715114,493982216,18,938098801,956195,701940545,434871067,2885,7,330563436,14689672,33864,483467692,689560195,0,897273553,2885,112,3,2,400,404844,7,0,449642453,330563436,33884,33953,33910,862871618,407419891,217566338
7,869715114,493982216,18,938098801,956195,701940545,434871067,2885,7,330563436,14689672,33864,483467692,689560195,0,897273553,2885,1,6,3,4500,4054500,10,4,449642453,330563436,33960,33905,33971,106211174,407419891,704685264
7,869715114,493982216,18,938098801,956195,701940545,434871067,2885,7,330563436,14689672,33864,483467692,689560195,0,897273553,2885,32,3,4,1500,1398045,3,4,378580043,330563436,33906,33930,33927,749443834,431484053,703704969
7,869715114,493982216,18,938098801,956195,701940545,434871067,2885,7,330563436,14689672,33864,483467692,689560195,0,897273553,2885,175,5,5,4300,4623231,6,0,378580043,330563436,33923,33905,33940,749443834,407419891,836856794
7,869715114,493982216,18,938098801,956195,701940545,434871067,2885,7,330563436,14689672,33864,483467692,689560195,0,897273553,2885,190,1,6,500,545095,1,2,378580043,330563436,33973,33919,34003,862871618,86983390,906374580
7,869715114,493982216,18,938098801,956195,701940545,434871067,2885,7,330563436,14689672,33864,483467692,689560195,0,897273553,2885,50,9,7,4000,3800200,5,3,449642453,330563436,33868,33921,33882,862871618,365042431,762436032
109,801531451,535507939,16,73678354,-71610,1028181460,749445956,2886,109,330563436,9452723,34649,483467692,29883527,0,387835601,2886,60,1,1,100,96006,9,5,449642453,330563436,34729,34684,34756,785149710,1001693018,647014293
109,801531451,535507939,16,73678354,-71610,1028181460,749445956,2886,109,330563436,9452723,34649,483467692,29883527,0,387835601,2886,184,5,2,3800,4119883,2,4,449642453,330563436,34718,34705,34727,106211174,407419891,1013386345
109,801531451,535507939,16,73678354,-71610,1028181460,749445956,2886,109,330563436,9452723,34649,483467692,29883527,0,387835601,2886,63,8,3,200,192612,4,7,449642453,330563436,34654,34728,34671,785149710,1001693018,137259965
109,801531451,535507939,16,73678354,-71610,1028181460,749445956,2886,109,330563436,9452723,34649,483467692,29883527,0,387835601,2886,130,3,4,4600,4738598,3,8,449642453,330563436,34730,34723,34743,862871618,407419891,655301003
109,801531451,535507939,16,73678354,-71610,1028181460,749445956,2887,109,777177650,2857139,35574,527479233,973782226,0,550581984,2887,66,3,1,1100,1062666,6,0,146356532,777177650,35617,35626,35624,785149710,407419891,248747941
109,801531451,535507939,16,73678354,-71610,1028181460,749445956,2887,109,777177650,2857139,35574,527479233,973782226,0,550581984,2887,112,6,2,1700,1720587,0,8,146356532,777177650,35671,35613,35688,749443834,407419891,744331015
94,178779183,873494530,9,485363280,550011,750198692,1330324,2912,94,330563436,2772752,33673,527479233,769051927,0,410815747,2912,122,1,1,800,817696,6,4,449642453,330563436,33701,33711,33718,106211174,250142940,560676234
94,178779183,873494530,9,485363280,550011,750198692,1330324,2912,94,330563436,2772752,33673,527479233,769051927,0,410815747,2912,115,9,2,1800,1827198,0,8,378580043,330563436,33674,33711,33691,862871618,250142940,537005303
43,478796485,934229825,19,568927324,990428,797027742,601147576,2913,43,777177650,13070219,35621,1030545334,414428740,0,1222448,2913,123,6,1,3900,3990168,6,4,146356532,777177650,35668,35698,35673,862871618,365042431,996602391
43,478796485,934229825,19,568927324,990428,797027742,601147576,2913,43,777177650,13070219,35621,1030545334,414428740,0,1222448,2913,22,5,2,2200,2028443,10,7,146356532,777177650,35689,35651,35703,785149710,431484053,356524427
43,478796485,934229825,19,568927324,990428,797027742,601147576,2913,43,777177650,13070219,35621,1030545334,414428740,0,1222448,2913,166,1,3,1700,1812472,7,4,146356532,777177650,35722,35696,35752,106211174,944913022,678990825
43,478796485,934229825,19,568927324,990428,797027742,601147576,2913,43,777177650,13070219,35621,1030545334,414428740,0,1222448,2913,143,4,4,500,521570,10,7,146356532,777177650,35708,35665,35710,862871618,250142940,756521708
43,478796485,934229825,19,568927324,990428,797027742,601147576,2913,43,777177650,13070219,35621,1030545334,414428740,0,1222448,2913,15,9,5,1300,1189513,3,1,146356532,777177650,35703,35660,35727,785149710,431484053,123731950
43,478796485,934229825,19,568927324,990428,797027742,601147576,2913,43,777177650,13070219,35621,1030545334,414428740,0,1222448,2913,168,5,6,3500,3738560,6,8,146356532,777177650,35670,35661,35674,785149710,431484053,111356889
109,801531451,535507939,16,73678354,-71610,1028181460,749445956,2914,109,330563436,6086714,34029,1030545334,643005967,0,1020236487,2914,66,7,1,2200,2125332,5,6,378580043,330563436,34098,34066,34109,749443834,944913022,699776401
109,801531451,535507939,16,73678354,-71610,1028181460,749445956,2914,109,330563436,6086714,34029,1030545334,643005967,0,1020236487,2914,163,10,2,2500,2657900,3,4,449642453,330563436,34101,34061,34109,106211174,407419891,241124577
109,801531451,535507939,16,73678354,-71610,1028181460,749445956,2914,109,330563436,6086714,34029,1030545334,643005967,0,1020236487,2914,35,1,3,400,374012,0,5,378580043,330563436,34129,34066,34132,862871618,407419891,164723014
109,801531451,535507939,16,73678354,-71610,1028181460,749445956,2914,109,330563436,6086714,34029,1030545334,643005967,0,1020236487,2914,121,2,4,900,919008,6,1,378580043,330563436,34135,34113,34137,106211174,1001693018,900353708
94,178779183,873494530,9,485363280,550011,750198692,1330324,2915,94,330563436,9601513,34422,527479233,654881397,0,1033233605,2915,175,5,1,2800,3010476,10,2,378580043,330563436,34439,34492,34462,106211174,431484053,4974216
94,178779183,873494530,9,485363280,550011,750198692,1330324,2915,94,330563436,9601513,34422,527479233,654881397,0,1033233605,2915,94,7,2,1200,1192908,0,3,449642453,330563436,34531,34494,34540,862871618,250142940,195503224
94,178779183,873494530,9,485363280,550011,750198692,1330324,2915,94,330563436,9601513,34422,527479233,654881397,0,1033233605,2915,136,2,3,1500,1554195,7,0,449642453,330563436,34453,34495,34467,749443834,86983390,699591362
94,178779183,873494530,9,485363280,550011,750198692,1330324,2915,94,330563436,9601513,34422,527479233,654881397,0,1033233605,2915,81,2,4,4300,4218644,6,5,378580043,330563436,34485,34476,34489,749443834,407419891,117703864
8,922454654,11853917,17,342305859,681974,1028181460,844824201,2916,8,777177650,2018222,35058,919150108,820323820,0,920198165,2916,83,4,1,2100,2064468,6,4,146356532,777177650,35133,35114,35152,106211174,1001693018,156034830
91,56284715,855709483,8,774324177,464314,701940545,936223744,2917,91,777177650,10071413,35771,483467692,28601268,0,951315153,2917,93,4,1,3600,3575124,10,1,146356532,777177650,35890,35847,35914,749443834,250142940,751857356
91,56284715,855709483,8,774324177,464314,701940545,936223744,2917,91,777177650,10071413,35771,483467692,28601268,0,951315153,2917,21,2,2,2000,1842040,6,3,146356532,777177650,35793,35815,35805,106211174,431484053,879033771
91,56284715,855709483,8,774324177,464314,701940545,936223744,2917,91,777177650,10071413,35771,483467692,28601268,0,951315153,2917,90,1,3,400,396036,2,7,146356532,777177650,35803,35811,35832,862871618,1001693018,735076702
91,56284715,855709483,8,774324177,464314,701940545,936223744,2917,91,777177650,10071413,35771,483467692,28601268,0,951315153,2917,167,2,4,500,533580,5,1,146356532,777177650,35778,35819,35800,106211174,250142940,399372535
91,56284715,855709483,8,774324177,464314,701940545,936223744,2917,91,777177650,10071413,35771,483467692,28601268,0,951315153,2917,41,10,5,3700,3481848,4,1,146356532,777177650,35774,35827,35785,785149710,250142940,175622612
91,56284715,855709483,8,774324177,464314,701940545,936223744,2917,91,777177650,10071413,35771,483467692,28601268,0,951315153,2917,194,8,6,700,765933,5,1,146356532,777177650,35873,35855,35877,106211174,1001693018,680034520
118,883006823,336993861,18,807450110,358237,701940545,521661017,2918,118,777177650,2176009,35314,1030545334,922489220,0,568547808,2918,78,7,1,2400,2347368,10,3,146356532,777177650,35417,35364,35423,749443834,944913022,231581793
53,1039100764,494421651,15,378811987,411364,750198692,860477758,2919,53,330563436,13722314,34311,919150108,128788123,0,88614144,2919,102,5,1,200,200420,3,5,378580043,330563436,34329,34386,34350,785149710,86983390,405762826
53,1039100764,494421651,15,378811987,411364,750198692,860477758,2919,53,330563436,13722314,34311,919150108,128788123,0,88614144,2919,121,4,2,4900,5003488,7,2,378580043,330563436,34317,34391,34320,785149710,944913022,160676076
53,1039100764,494421651,15,378811987,411364,750198692,860477758,2919,53,330563436,13722314,34311,919150108,128788123,0,88614144,2919,46,5,3,4400,4162576,7,7,449642453,330563436,34423,34344,34429,862871618,86983390,998500612
53,1039100764,494421651,15,378811987,411364,750198692,860477758,2919,53,330563436,13722314,34311,919150108,128788123,0,88614144,2919,102,5,4,4400,4409240,0,5,378580043,330563436,34367,34366,34393,862871618,365042431,105022314
14,959061040,122146912,1,339030647,526630,373412815,789218819,2944,14,777177650,14658114,35695,483467692,32684337,0,697746480,2944,120,1,1,4400,4488528,8,5,146356532,777177650,35787,35729,35814,785149710,365042431,1044663112
14,959061040,122146912,1,339030647,526630,373412815,789218819,2944,14,777177650,14658114,35695,483467692,32684337,0,697746480,2944,42,9,2,4400,4144976,6,2,146356532,777177650,35729,35754,35742,106211174,407419891,952084962
14,959061040,122146912,1,339030647,526630,373412815,789218819,2944,14,777177650,14658114,35695,483467692,32684337,0,697746480,2944,170,5,3,200,214034,6,7,146356532,777177650,35775,35763,35801,749443834,1001693018,684007981
14,959061040,122146912,1,339030647,526630,373412815,789218819,2944,14,777177650,14658114,35695,483467692,32684337,0,697746480,2944,17,7,4,2300,2109123,2,3,146356532,777177650,35805,35765,35810,862871618,431484053,716521654
14,959061040,122146912,1,339030647,526630,373412815,789218819,2944,14,777177650,14658114,35695,483467692,32684337,0,697746480,2944,75,4,5,1800,1755125,10,1,146356532,777177650,35800,35727,35820,862871618,944913022,161699287
14,959061040,122146912,1,339030647,526630,373412815,789218819,2944,14,777177650,14658114,35695,483467692,32684337,0,697746480,2944,60,2,6,1700,1632102,0,3,146356532,777177650,35719,35759,35730,862871618,407419891,764667225
14,959061040,122146912,1,339030647,526630,373412815,789218819,2944,14,777177650,14658114,35695,483467692,32684337,0,697746480,2944,90,1,7,700,693063,1,6,146356532,777177650,35731,35735,35735,749443834,944913022,178512144
29,183926022,535165640,0,240603373,761827,373412815,666015872,2945,29,777177650,22350772,35065,919150108,73421828,0,837279038,2945,59,10,1,3700,3548485,0,2,146356532,777177650,35103,35142,35105,785149710,407419891,1015953754
29,183926022,535165640,0,240603373,761827,373412815,666015872,2945,29,777177650,22350772,35065,919150108,73421828,0,837279038,2945,72,2,2,3000,2916210,5,1,146356532,777177650,35081,35104,35088,106211174,86983390,540065397
29,183926022,535165640,0,240603373,761827,373412815,666015872,2945,29,777177650,22350772,35065,919150108,73421828,0,837279038,2945,127,8,3,2800,2875936,6,2,146356532,777177650,35139,35135,35168,785149710,944913022,253108033
29,183926022,535165640,0,240603373,761827,373412815,666015872,2945,29,777177650,22350772,35065,919150108,73421828,0,837279038,2945,188,9,4,3400,3699812,8,6,146356532,777177650,35096,35139,35122,785149710,1001693018,189078288
29,183926022,535165640,0,240603373,761827,373412815,666015872,2945,29,777177650,22350772,35065,919150108,73421828,0,837279038,2945,173,1,5,1000,1073170,9,5,146356532,777177650,35135,35132,35159,785149710,944913022,296633936
29,183926022,535165640,0,240603373,761827,373412815,666015872,2945,29,777177650,22350772,35065,919150108,73421828,0,837279038,2945,97,9,6,4500,4486905,7,0,146356532,777177650,35123,35147,35130,862871618,431484053,144885618
29,183926022,535165640,0,240603373,761827,373412815,666015872,2945,29,777177650,22350772,35065,919150108,73421828,0,837279038,2945,52,10,7,4700,4474635,7,5,146356532,777177650,35067,35104,35074,749443834,431484053,546133859
125,92991123,67914840,19,355422631,-23412,373412815,525899414,2946,125,777177650,10222659,35098,527479233,493006880,0,50320978,2946,10,5,1,2500,2275025,5,2,146356532,777177650,35189,35176,35199,749443834,407419891,764841282
125,92991123,67914840,19,355422631,-23412,373412815,525899414,2946,125,777177650,10222659,35098,527479233,493006880,0,50320978,2946,94,5,2,4800,4771632,3,7,146356532,777177650,35216,35153,35230,785149710,86983390,676812136
125,92991123,67914840,19,355422631,-23412,373412815,525899414,2946,125,777177650,10222659,35098,527479233,493006880,0,50320978,2946,3,6,3,3500,3160500,3,0,146356532,777177650,35137,35155,35148,106211174,1001693018,1056149338
70,440536228,805356326,22,581489182,486752,373412815,477075751,2947,70,836745293,4336095,34813,382018914,84541416,0,826417568,2947,10,1,1,3700,3367037,9,7,146356532,777177650,34918,34883,34929,749443834,250142940,248117301
70,440536228,805356326,22,581489182,486752,373412815,477075751,2947,70,836745293,4336095,34813,382018914,84541416,0,826417568,2947,186,7,2,1000,1086180,9,7,449642453,330563436,34855,34874,34856,106211174,431484053,938248376
44,887943873,42803029,16,1039187690,731594,701940545,799104151,2948,44,330563436,10075871,34567,527479233,522237266,0,976958368,2948,118,9,1,4800,4886928,0,4,378580043,330563436,34573,34628,34598,106211174,86983390,306273064
44,887943873,42803029,16,1039187690,731594,701940545,799104151,2948,44,330563436,10075871,34567,527479233,522237266,0,976958368,2948,92,3,2,4900,4861241,4,7,378580043,330563436,34682,34644,34704,749443834,431484053,386847866
137,623328853,1057340552,16,701050650,783830,750198692,1000140840,2949,137,330563436,9423171,34434,919150108,863348216,0,271248894,2949,21,6,1,400,368408,6,6,449642453,330563436,34490,34500,34517,862871618,1001693018,940029663
137,623328853,1057340552,16,701050650,783830,750198692,1000140840,2949,137,330563436,9423171,34434,919150108,863348216,0,271248894,2949,70,5,2,5000,4850350,5,4,449642453,330563436,34548,34506,34561,862871618,944913022,675936914
137,623328853,1057340552,16,701050650,783830,750198692,1000140840,2949,137,330563436,9423171,34434,919150108,863348216,0,271248894,2949,180,9,3,3800,4104683,2,6,378580043,330563436,34474,34477,34479,785149710,1001693018,935310129
136,695580638,971474707,7,496917575,-84239,373412815,1725265,2950,136,777177650,18362033,35615,382018914,950067720,0,979144388,2950,130,1,1,3200,3296416,1,5,146356532,777177650,35692,35665,35709,749443834,1001693018,892001916
136,695580638,971474707,7,496917575,-84239,373412815,1725265,2950,136,777177650,18362033,35615,382018914,950067720,0,979144388,2950,66,7,2,1800,1738908,10,1,146356532,777177650,35628,35669,35657,785149710,86983390,9424282
136,695580638,971474707,7,496917575,-84239,373412815,1725265,2950,136,777177650,18362033,35615,382018914,950067720,0,979144388,2950,53,4,3,1400,1334270,1,2,146356532,777177650,35638,35645,35640,862871618,431484053,1023357084
136,695580638,971474707,7,496917575,-84239,373412815,1725265,2950,136,777177650,18362033,35615,382018914,950067720,0,979144388,2950,187,8,4,4500,4892310,8,0,146356532,777177650,35676,35694,35682,106211174,944913022,37182915
136,695580638,971474707,7,496917575,-84239,373412815,1725265,2950,136,777177650,18362033,35615,382018914,950067720,0,979144388,2950,61,2,5,4600,4420876,2,5,146356532,777177650,35624,35701,35634,785149710,250142940,367775317
136,695580638,971474707,7,496917575,-84239,373412815,1725265,2950,136,777177650,18362033,35615,382018914,950067720,0,979144388,2950,174,5,6,2700,2900259,1,3,146356532,777177650,35702,35684,35709,106211174,86983390,721619141
74,143931784,785736687,4,167482150,276443,797027742,1043943576,2951,74,777177650,12550917,35099,919150108,1051130690,0,795490818,2951,3,8,1,500,451500,3,3,146356532,777177650,35149,35169,35152,106211174,1001693018,675737974
74,143931784,785736687,4,167482150,276443,797027742,1043943576,2951,74,777177650,12550917,35099,919150108,1051130690,0,795490818,2951,136,2,2,2400,2486712,7,3,146356532,777177650,35146,35169,35161,106211174,407419891,650632990
74,143931784,785736687,4,167482150,276443,797027742,1043943576,2951,74,777177650,12550917,35099,919150108,1051130690,0,795490818,2951,187,8,3,4000,4348720,2,7,146356532,777177650,35186,35173,35205,785149710,1001693018,813040919
74,143931784,785736687,4,167482150,276443,797027742,1043943576,2951,74,777177650,12550917,35099,919150108,1051130690,0,795490818,2951,73,3,4,2100,2043447,6,8,146356532,777177650,35165,35180,35167,749443834,1001693018,454927864
74,143931784,785736687,4,167482150,276443,797027742,1043943576,2951,74,777177650,12550917,35099,919150108,1051130690,0,795490818,2951,51,6,5,1500,1426575,7,0,146356532,777177650,35147,35176,35149,785149710,1001693018,530837360
74,143931784,785736687,4,167482150,276443,797027742,1043943576,2951,74,777177650,12550917,35099,919150108,1051130690,0,795490818,2951,138,4,6,1800,1868634,6,0,146356532,777177650,35157,35180,35159,785149710,944913022,649058774
29,183926022,535165640,0,240603373,761827,373412815,666015872,2976,29,330563436,14576847,34311,483467692,46146051,0,266274150,2976,9,4,1,3200,2908800,6,0,449642453,330563436,34358,34376,34373,106211174,431484053,796694993
29,183926022,535165640,0,240603373,761827,373412815,666015872,2976,29,330563436,14576847,34311,483467692,46146051,0,266274150,2976,4,5,2,2400,2169600,0,3,449642453,330563436,34410,34358,34440,785149710,86983390,758839978
29,183926022,535165640,0,240603373,761827,373412815,666015872,2976,29,330563436,14576847,34311,483467692,46146051,0,266274150,2976,10,5,3,3500,3185035,10,7,378580043,330563436,34320,34377,34343,106211174,250142940,778323723
29,183926022,535165640,0,240603373,761827,373412815,666015872,2976,29,330563436,14576847,34311,483467692,46146051,0,266274150,2976,82,3,4,2200,2160576,0,4,449642453,330563436,34371,34394,34375,862871618,944913022,210812460
29,183926022,535165640,0,240603373,761827,373412815,666015872,2976,29,330563436,14576847,34311,483467692,46146051,0,266274150,2976,134,5,5,1300,1344369,0,6,449642453,330563436,34369,34365,34382,106211174,944913022,801894102
29,183926022,535165640,0,240603373,761827,373412815,666015872,2976,29,330563436,14576847,34311,483467692,46146051,0,266274150,2976,109,2,6,3000,3027300,8,3,378580043,330563436,34418,34364,34448,862871618,250142940,156033275
73,434465220,889407255,0,853215548,428850,1028181460,61819317,2977,73,777177650,2517088,35302,1030545334,800611761,0,561322031,2977,70,5,1,2500,2425175,3,7,146356532,777177650,35327,35342,35349,862871618,250142940,455588258
44,887943873,42803029,16,1039187690,731594,701940545,799104151,2978,44,836745293,13954214,34820,382018914,1010048820,0,100686875,2978,90,1,1,2900,2871261,0,8,449642453,330563436,34851,34903,34854,106211174,407419891,101543797
44,887943873,42803029,16,1039187690,731594,701940545,799104151,2978,44,836745293,13954214,34820,382018914,1010048820,0,100686875,2978,127,2,2,4200,4313904,1,6,146356532,777177650,34928,34896,34947,749443834,431484053,30577571
44,887943873,42803029,16,1039187690,731594,701940545,799104151,2978,44,836745293,13954214,34820,382018914,1010048820,0,100686875,2978,43,2,3,2600,2451904,7,5,146356532,777177650,34907,34900,34929,785149710,1001693018,1067757198
44,887943873,42803029,16,1039187690,731594,701940545,799104151,2978,44,836745293,13954214,34820,382018914,1010048820,0,100686875,2978,28,1,4,700,649614,0,0,146356532,777177650,34896,34881,34901,106211174,944913022,135520050
44,887943873,42803029,16,1039187690,731594,701940545,799104151,2978,44,836745293,13954214,34820,382018914,1010048820,0,100686875,2978,29,2,5,3300,3065766,9,3,378580043,330563436,34823,34901,34833,785149710,944913022,728968710
44,887943873,42803029,16,1039187690,731594,701940545,799104151,2978,44,836745293,13954214,34820,382018914,1010048820,0,100686875,2978,168,7,6,400,427264,8,4,146356532,777177650,34884,34909,34897,785149710,365042431,1054414513
133,727108991,150278347,17,63836414,231467,701940545,136299243,2979,133,777177650,11678998,35145,1030545334,80785109,0,715101028,2979,9,6,1,800,727200,0,8,146356532,777177650,35232,35204,35250,785149710,1001693018,874849385
133,727108991,150278347,17,63836414,231467,701940545,136299243,2979,133,777177650,11678998,35145,1030545334,80785109,0,715101028,2979,11,2,2,4700,4281747,5,0,146356532,777177650,35147,35196,35157,862871618,407419891,407884595
133,727108991,150278347,17,63836414,231467,701940545,136299243,2979,133,777177650,11678998,35145,1030545334,80785109,0,715101028,2979,188,9,3,3500,3808630,4,3,146356532,777177650,35208,35225,35238,749443834,431484053,1012401499
133,727108991,150278347,17,63836414,231467,701940545,136299243,2979,133,777177650,11678998,35145,1030545334,80785109,0,715101028,2979,165,4,4,2800,2982448,5,8,146356532,777177650,35218,35176,35238,749443834,944913022,1060228589
4,700209338,874890667,4,281597839,286683,797027742,287112169,2980,4,777177650,18751411,35320,1030545334,922396659,0,257035224,2980,37,3,1,200,187406,9,3,146356532,777177650,35385,35358,35394,862871618,407419891,588481690
4,700209338,874890667,4,281597839,286683,797027742,287112169,2980,4,777177650,18751411,35320,1030545334,922396659,0,257035224,2980,10,7,2,4800,4368048,4,5,146356532,777177650,35331,35406,35348,106211174,1001693018,92340407
4,700209338,874890667,4,281597839,286683,797027742,287112169,2980,4,777177650,18751411,35320,1030545334,922396659,0,257035224,2980,133,9,3,2700,2789451,8,8,146356532,777177650,35405,35400,35411,106211174,1001693018,795189124
4,700209338,874890667,4,281597839,286683,797027742,287112169,2980,4,777177650,18751411,35320,1030545334,922396659,0,257035224,2980,25,10,4,4900,4532598,3,2,146356532,777177650,35340,35401,35342,106211174,250142940,432694941
4,700209338,874890667,4,281597839,286683,797027742,287112169,2980,4,777177650,18751411,35320,1030545334,922396659,0,257035224,2980,187,8,5,2400,2609232,5,4,146356532,777177650,35440,35363,35442,106211174,431484053,683974205
4,700209338,874890667,4,281597839,286683,797027742,287112169,2980,4,777177650,18751411,35320,1030545334,922396659,0,257035224,2980,109,4,6,4300,4339130,1,1,146356532,777177650,35404,35377,35430,785149710,365042431,146524003
49,58080412,277187647,10,223001803,457393,373412815,529457660,2981,49,777177650,3777679,36003,527479233,155972164,0,453564816,2981,14,4,1,1700,1553817,3,5,146356532,777177650,36083,36068,36087,749443834,250142940,789923205
49,58080412,277187647,10,223001803,457393,373412815,529457660,2981,49,777177650,3777679,36003,527479233,155972164,0,453564816,2981,176,4,2,800,860936,6,3,146356532,777177650,36026,36064,36041,749443834,431484053,727348264
49,58080412,277187647,10,223001803,457393,373412815,529457660,2981,49,777177650,3777679,36003,527479233,155972164,0,453564816,2981,37,3,3,1400,1311842,3,7,146356532,777177650,36035,36070,36040,749443834,431484053,1017827075
85,1001770604,231357394,5,608676529,338664,373412815,725868244,2982,85,330563436,5558294,34775,919150108,356958305,0,67181693,2982,112,6,1,2100,2125431,0,1,449642453,330563436,34790,34856,34805,749443834,365042431,25371434
85,1001770604,231357394,5,608676529,338664,373412815,725868244,2982,85,330563436,5558294,34775,919150108,356958305,0,67181693,2982,99,2,2,1300,1298817,2,8,378580043,330563436,34787,34824,34805,862871618,250142940,520949536
85,1001770604,231357394,5,608676529,338664,373412815,725868244,2982,85,330563436,5558294,34775,919150108,356958305,0,67181693,2982,70,5,3,2100,2037147,1,1,378580043,330563436,34806,34851,34815,785149710,407419891,547726859
62,999688094,849677021,7,623473329,59561,797027742,173223375,2983,62,330563436,5816807,33608,382018914,81945682,0,583672489,2983,163,4,1,4400,4677904,3,6,378580043,330563436,33641,33668,33670,862871618,365042431,415734026
62,999688094,849677021,7,623473329,59561,797027742,173223375,2983,62,330563436,5816807,33608,382018914,81945682,0,583672489,2983,49,8,2,1100,1043944,9,6,449642453,330563436,33721,33659,33748,106211174,431484053,195183139
40,159190715,789937437,3,112917505,133530,1028181460,48821631,3008,40,777177650,15601874,35009,1030545334,522237266,0,748169426,3008,132,3,1,800,825704,10,4,146356532,777177650,35037,35074,35053,862871618,944913022,609689607
40,159190715,789937437,3,112917505,133530,1028181460,48821631,3008,40,777177650,15601874,35009,1030545334,522237266,0,748169426,3008,200,3,2,3100,3410619,5,6,146356532,777177650,35045,35042,35062,862871618,365042431,341561823
40,159190715,789937437,3,112917505,133530,1028181460,48821631,3008,40,777177650,15601874,35009,1030545334,522237266,0,748169426,3008,24,5,3,4000,3696080,1,3,146356532,777177650,35049,35068,35073,785149710,365042431,943266491
40,159190715,789937437,3,112917505,133530,1028181460,48821631,3008,40,777177650,15601874,35009,1030545334,522237266,0,748169426,3008,60,1,4,4800,4608288,7,6,146356532,777177650,35085,35069,35102,785149710,407419891,146039149
40,159190715,789937437,3,112917505,133530,1028181460,48821631,3008,40,777177650,15601874,35009,1030545334,522237266,0,748169426,3008,105,10,5,3100,3115810,3,2,146356532,777177650,35032,35082,35059,785149710,250142940,387080998
55,292749220,212078962,10,611195724,457210,797027742,482627384,3009,55,777177650,10842494,35487,382018914,302098132,0,502319592,3009,45,8,1,4800,4536192,10,2,146356532,777177650,35506,35561,35529,862871618,86983390,342472907
55,292749220,212078962,10,611195724,457210,797027742,482627384,3009,55,777177650,10842494,35487,382018914,302098132,0,502319592,3009,185,6,2,3800,4123683,0,1,146356532,777177650,35549,35528,35565,862871618,365042431,939062350
55,292749220,212078962,10,611195724,457210,797027742,482627384,3009,55,777177650,10842494,35487,382018914,302098132,0,502319592,3009,130,3,3,2600,2678338,8,2,146356532,777177650,35563,35558,35592,862871618,407419891,584017869
8,922454654,11853917,17,342305859,681974,1028181460,844824201,3010,8,777177650,14164707,35088,919150108,243275840,0,646772999,3010,138,4,1,2300,2387699,4,0,146356532,777177650,35130,35122,35149,106211174,86983390,59946093
8,922454654,11853917,17,342305859,681974,1028181460,844824201,3010,8,777177650,14164707,35088,919150108,243275840,0,646772999,3010,174,4,2,2200,2363174,9,6,146356532,777177650,35128,35159,35140,785149710,1001693018,584791771
8,922454654,11853917,17,342305859,681974,1028181460,844824201,3010,8,777177650,14164707,35088,919150108,243275840,0,646772999,3010,58,6,3,2400,2299320,4,7,146356532,777177650,35192,35136,35198,749443834,250142940,1070490420
8,922454654,11853917,17,342305859,681974,1028181460,844824201,3010,8,777177650,14164707,35088,919150108,243275840,0,646772999,3010,24,7,4,2800,2587256,9,6,146356532,777177650,35127,35150,35156,749443834,944913022,674857780
8,922454654,11853917,17,342305859,681974,1028181460,844824201,3010,8,777177650,14164707,35088,919150108,243275840,0,646772999,3010,104,5,5,900,903690,2,2,146356532,777177650,35181,35139,35201,106211174,407419891,452679699
8,922454654,11853917,17,342305859,681974,1028181460,844824201,3010,8,777177650,14164707,35088,919150108,243275840,0,646772999,3010,92,3,6,3800,3769942,5,7,146356532,777177650,35168,35138,35174,749443834,250142940,583022223
